ECount,Target,StdDevSources,NSources,Source,Year,AvgSources,QuadClass
18,DZA,32.410964012742575,342,IRN,2012,19.0,2
6,SYC,9.00555384193554,105,IRN,2012,17.5,2
6,ERI,17.91089054179049,84,IRN,2013,14.0,2
5,SEA,14.628738838327795,65,IRN,2013,13.0,3
6,NMR,16.548917386544254,76,IRN,2010,12.666666666666666,4
11,ISL,16.021576360986113,122,IRN,2011,11.090909090909092,1
23,GUY,12.683125012356038,183,IRN,2011,7.956521739130435,1
14,ETH,15.294364400575214,111,IRN,2012,7.928571428571429,3
6,SEN,5.163977794943223,46,IRN,2012,7.666666666666667,3
12,BOL,10.392304845413262,84,IRN,2012,7.0,4
137,PRK,21.733166052262536,947,IRN,2011,6.912408759124087,4
120,SOM,23.06227715233213,794,IRN,2011,6.616666666666666,4
12,COL,16.86555571859314,79,IRN,2011,6.583333333333333,2
5,GEO,11.077003204838393,31,IRN,2012,6.2,3
37,BGR,11.697578096911059,222,IRN,2011,6.0,2
28,CZE,11.103826977442216,167,IRN,2013,5.964285714285714,2
15,ECU,9.540889446407574,87,IRN,2012,5.8,4
14,HUN,11.15229242683433,80,IRN,2011,5.714285714285714,2
3,DJI,4.041451884327381,17,IRN,2013,5.666666666666667,2
9,WAF,11.521718621802913,48,IRN,2011,5.333333333333333,4
8,NMR,11.667261889578034,41,IRN,2010,5.125,2
69,OMN,13.765358004386131,346,IRN,2010,5.0144927536231885,3
